param,mean,median,ci_0.950_LB,ci_0.950_UB
Q_ind_300_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_301_anc_1-1,0.000003,0.000000,0.000000,0.000018
Q_ind_302_anc_1-1,0.000003,0.000000,0.000000,0.000016
Q_ind_303_anc_1-1,0.000003,0.000000,0.000000,0.000012
Q_ind_304_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_305_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_306_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_307_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_308_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_309_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_310_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_311_anc_1-1,0.000002,0.000000,0.000000,0.000015
Q_ind_312_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_313_anc_1-1,0.000101,0.000000,0.000000,0.000918
Q_ind_314_anc_1-1,0.000005,0.000000,0.000000,0.000036
Q_ind_315_anc_1-1,0.000005,0.000000,0.000000,0.000032
Q_ind_316_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_317_anc_1-1,0.000003,0.000000,0.000000,0.000011
Q_ind_318_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_319_anc_1-1,0.000002,0.000000,0.000000,0.000013
Q_ind_320_anc_1-1,0.000003,0.000000,0.000000,0.000020
Q_ind_321_anc_1-1,0.000006,0.000000,0.000000,0.000044
Q_ind_322_anc_1-1,0.000004,0.000000,0.000000,0.000018
Q_ind_323_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_324_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_325_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_326_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_327_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_328_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_329_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_330_anc_1-1,0.046866,0.046793,0.040521,0.053650
Q_ind_331_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_332_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_333_anc_1-1,0.000045,0.000000,0.000000,0.000468
Q_ind_334_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_335_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_336_anc_1-1,0.000003,0.000000,0.000000,0.000014
Q_ind_337_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_338_anc_1-1,0.000002,0.000000,0.000000,0.000009
Q_ind_339_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_340_anc_1-1,0.000002,0.000000,0.000000,0.000012
Q_ind_341_anc_1-1,0.000002,0.000000,0.000000,0.000007
Q_ind_342_anc_1-1,0.000003,0.000000,0.000000,0.000021
Q_ind_343_anc_1-1,0.000003,0.000000,0.000000,0.000018
Q_ind_344_anc_1-1,0.000002,0.000000,0.000000,0.000011
Q_ind_345_anc_1-1,0.000002,0.000000,0.000000,0.000010
Q_ind_346_anc_1-1,0.000002,0.000000,0.000000,0.000016
Q_ind_347_anc_1-1,0.000002,0.000000,0.000000,0.000008
